input position,input joint,output joint
"(-1.49, 0.51)","(-2.85, 2.17)","(-2.81, 2.15)"
"(-1.49, 0.51)","(-2.79, 2.12)","(-2.81, 2.15)"
"(-1.73, 0.29)","(-2.78, 2.48)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.79, 2.53)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.77, 2.45)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.81, 2.51)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.82, 2.48)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.84, 2.51)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.77, 2.44)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.83, 2.5)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.82, 2.44)","(-2.81, 2.48)"
"(-1.73, 0.29)","(-2.8, 2.52)","(-2.81, 2.48)"
"(-1.89, 0.0)","(-2.82, 2.86)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.79, 2.81)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.8, 2.86)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.79, 2.83)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.81, 2.81)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.84, 2.85)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.8, 2.8)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.83, 2.77)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.81, 2.77)","(-2.81, 2.81)"
"(-1.89, 0.0)","(-2.84, 2.77)","(-2.81, 2.81)"
"(-1.95, -0.32)","(-2.84, 3.14)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.78, 3.1)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.85, 3.09)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.78, 3.12)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.82, 3.17)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.84, 3.16)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.85, 3.1)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.8, 3.13)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.76, 3.17)","(-2.81, 3.14)"
"(-1.95, -0.32)","(-2.82, 3.18)","(-2.81, 3.14)"
"(-1.79, -0.61)","(-2.43, -3.11)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.45, -3.13)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.52, -3.15)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.5, -3.17)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.47, -3.16)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.47, -3.15)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.47, -3.17)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.46, -3.13)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.51, -3.17)","(-2.48, -3.14)"
"(-1.79, -0.61)","(-2.46, -3.12)","(-2.48, -3.14)"
"(-1.73, -0.94)","(-2.44, -2.76)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.44, -2.81)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.44, -2.84)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.48, -2.85)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.45, -2.85)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.48, -2.85)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.5, -2.78)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.5, -2.78)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.52, -2.82)","(-2.48, -2.81)"
"(-1.73, -0.94)","(-2.47, -2.83)","(-2.48, -2.81)"
"(-1.58, -1.23)","(-2.48, -2.49)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.46, -2.51)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.51, -2.52)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.46, -2.44)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.45, -2.51)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.48, -2.51)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.46, -2.52)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.46, -2.5)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.51, -2.52)","(-2.48, -2.48)"
"(-1.58, -1.23)","(-2.44, -2.47)","(-2.48, -2.48)"
"(-1.34, -1.45)","(-2.53, -2.11)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.49, -2.12)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.48, -2.17)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.46, -2.2)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.52, -2.19)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.45, -2.18)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.44, -2.1)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.5, -2.11)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.51, -2.19)","(-2.48, -2.15)"
"(-1.34, -1.45)","(-2.49, -2.17)","(-2.48, -2.15)"
"(-1.03, -1.58)","(-2.46, -1.81)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.52, -1.82)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.48, -1.85)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.49, -1.8)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.45, -1.78)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.52, -1.77)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.49, -1.83)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.47, -1.81)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.53, -1.86)","(-2.48, -1.82)"
"(-1.03, -1.58)","(-2.44, -1.78)","(-2.48, -1.82)"
"(-0.71, -1.61)","(-2.48, -1.49)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.44, -1.53)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.48, -1.48)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.5, -1.53)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.44, -1.53)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.47, -1.53)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.48, -1.47)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.44, -1.46)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.51, -1.48)","(-2.48, -1.49)"
"(-0.71, -1.61)","(-2.52, -1.47)","(-2.48, -1.49)"
"(-0.39, -1.53)","(-2.48, -1.19)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.53, -1.2)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.47, -1.13)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.48, -1.11)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.5, -1.12)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.5, -1.18)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.48, -1.2)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.47, -1.19)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.5, -1.11)","(-2.48, -1.16)"
"(-0.39, -1.53)","(-2.44, -1.11)","(-2.48, -1.16)"
"(-0.11, -1.35)","(-2.53, -0.82)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.52, -0.87)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.45, -0.86)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.44, -0.8)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.49, -0.87)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.47, -0.82)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.48, -0.81)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.49, -0.78)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.52, -0.86)","(-2.48, -0.83)"
"(-0.11, -1.35)","(-2.44, -0.82)","(-2.48, -0.83)"
"(0.09, -1.09)","(-2.44, -0.45)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.44, -0.45)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.5, -0.46)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.44, -0.54)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.48, -0.54)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.49, -0.5)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.52, -0.46)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.47, -0.45)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.46, -0.54)","(-2.48, -0.5)"
"(0.09, -1.09)","(-2.45, -0.47)","(-2.48, -0.5)"
"(0.2, -0.78)","(-2.45, -0.17)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.47, -0.21)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.43, -0.18)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.49, -0.21)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.48, -0.16)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.53, -0.15)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.48, -0.19)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.48, -0.18)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.44, -0.12)","(-2.48, -0.17)"
"(0.2, -0.78)","(-2.45, -0.13)","(-2.48, -0.17)"
"(0.2, -0.45)","(-2.49, 0.12)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.48, 0.21)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.51, 0.18)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.45, 0.17)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.52, 0.2)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.51, 0.14)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.52, 0.16)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.45, 0.21)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.44, 0.2)","(-2.48, 0.17)"
"(0.2, -0.45)","(-2.49, 0.13)","(-2.48, 0.17)"
"(0.09, -0.14)","(-2.46, 0.48)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.5, 0.47)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.45, 0.46)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.51, 0.49)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.45, 0.53)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.44, 0.52)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.43, 0.49)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.46, 0.49)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.51, 0.46)","(-2.48, 0.5)"
"(0.09, -0.14)","(-2.45, 0.52)","(-2.48, 0.5)"
"(-0.11, 0.12)","(-2.47, 0.87)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.5, 0.82)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.46, 0.87)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.44, 0.81)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.5, 0.87)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.46, 0.8)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.51, 0.81)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.48, 0.84)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.48, 0.83)","(-2.48, 0.83)"
"(-0.11, 0.12)","(-2.5, 0.79)","(-2.48, 0.83)"
"(-0.39, 0.3)","(-2.52, 1.2)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.44, 1.18)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.5, 1.14)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.44, 1.18)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.5, 1.15)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.49, 1.2)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.48, 1.15)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.49, 1.19)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.51, 1.11)","(-2.48, 1.16)"
"(-0.39, 0.3)","(-2.53, 1.15)","(-2.48, 1.16)"
"(-0.71, 0.38)","(-2.53, 1.45)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.48, 1.45)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.45, 1.45)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.53, 1.54)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.53, 1.53)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.43, 1.47)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.49, 1.5)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.49, 1.48)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.52, 1.47)","(-2.48, 1.49)"
"(-0.71, 0.38)","(-2.51, 1.5)","(-2.48, 1.49)"
"(-1.03, 0.36)","(-2.52, 1.77)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.46, 1.87)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.5, 1.81)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.47, 1.81)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.52, 1.8)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.45, 1.83)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.44, 1.8)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.51, 1.78)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.5, 1.8)","(-2.48, 1.82)"
"(-1.03, 0.36)","(-2.48, 1.82)","(-2.48, 1.82)"
"(-1.34, 0.22)","(-2.46, 2.11)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.45, 2.11)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.45, 2.15)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.5, 2.2)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.52, 2.19)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.49, 2.15)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.5, 2.1)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.44, 2.11)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.44, 2.11)","(-2.48, 2.15)"
"(-1.34, 0.22)","(-2.5, 2.18)","(-2.48, 2.15)"
"(-1.58, 0.0)","(-2.43, 2.52)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.45, 2.49)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.45, 2.47)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.46, 2.52)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.5, 2.53)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.46, 2.44)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.52, 2.49)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.46, 2.52)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.45, 2.45)","(-2.48, 2.48)"
"(-1.58, 0.0)","(-2.45, 2.52)","(-2.48, 2.48)"
"(-1.73, -0.29)","(-2.52, 2.8)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.44, 2.84)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.47, 2.79)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.49, 2.77)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.46, 2.79)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.51, 2.79)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.5, 2.82)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.47, 2.84)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.46, 2.8)","(-2.48, 2.81)"
"(-1.73, -0.29)","(-2.45, 2.85)","(-2.48, 2.81)"
"(-1.79, -0.61)","(-2.48, 3.15)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.49, 3.1)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.46, 3.16)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.51, 3.09)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.44, 3.15)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.48, 3.16)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.52, 3.1)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.46, 3.12)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.45, 3.15)","(-2.48, 3.14)"
"(-1.79, -0.61)","(-2.44, 3.18)","(-2.48, 3.14)"
"(-1.55, -0.84)","(-2.16, -3.19)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.14, -3.17)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.15, -3.12)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.18, -3.14)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.1, -3.1)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.16, -3.18)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.18, -3.18)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.18, -3.17)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.16, -3.14)","(-2.15, -3.14)"
"(-1.55, -0.84)","(-2.12, -3.12)","(-2.15, -3.14)"
"(-1.49, -1.16)","(-2.2, -2.83)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.2, -2.81)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.19, -2.83)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.18, -2.76)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.12, -2.84)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.15, -2.83)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.17, -2.83)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.15, -2.8)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.19, -2.83)","(-2.15, -2.81)"
"(-1.49, -1.16)","(-2.18, -2.84)","(-2.15, -2.81)"
"(-1.34, -1.45)","(-2.19, -2.49)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.17, -2.49)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.15, -2.47)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.13, -2.49)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.16, -2.45)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.14, -2.51)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.16, -2.51)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.19, -2.53)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.19, -2.46)","(-2.15, -2.48)"
"(-1.34, -1.45)","(-2.17, -2.46)","(-2.15, -2.48)"
"(-1.09, -1.67)","(-2.1, -2.11)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.14, -2.15)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.2, -2.17)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.15, -2.11)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.19, -2.14)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.2, -2.19)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.15, -2.2)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.1, -2.19)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.13, -2.14)","(-2.15, -2.15)"
"(-1.09, -1.67)","(-2.19, -2.2)","(-2.15, -2.15)"
"(-0.79, -1.81)","(-2.13, -1.83)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.13, -1.86)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.1, -1.87)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.2, -1.8)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.16, -1.86)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.17, -1.78)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.12, -1.86)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.14, -1.85)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.12, -1.77)","(-2.15, -1.82)"
"(-0.79, -1.81)","(-2.17, -1.8)","(-2.15, -1.82)"
"(-0.46, -1.83)","(-2.17, -1.51)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.12, -1.44)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.16, -1.45)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.17, -1.51)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.14, -1.45)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.11, -1.5)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.18, -1.45)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.16, -1.5)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.17, -1.47)","(-2.15, -1.49)"
"(-0.46, -1.83)","(-2.12, -1.51)","(-2.15, -1.49)"
"(-0.15, -1.75)","(-2.15, -1.16)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.13, -1.2)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.18, -1.17)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.13, -1.19)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.17, -1.11)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.16, -1.11)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.14, -1.16)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.15, -1.18)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.16, -1.12)","(-2.15, -1.16)"
"(-0.15, -1.75)","(-2.1, -1.15)","(-2.15, -1.16)"
"(0.13, -1.57)","(-2.15, -0.82)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.2, -0.83)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.18, -0.83)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.18, -0.85)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.11, -0.78)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.18, -0.83)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.15, -0.81)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.15, -0.84)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.11, -0.82)","(-2.15, -0.83)"
"(0.13, -1.57)","(-2.16, -0.83)","(-2.15, -0.83)"
"(0.33, -1.31)","(-2.15, -0.47)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.19, -0.45)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.15, -0.45)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.17, -0.46)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.15, -0.48)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.18, -0.46)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.18, -0.49)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.19, -0.53)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.17, -0.52)","(-2.15, -0.5)"
"(0.33, -1.31)","(-2.17, -0.46)","(-2.15, -0.5)"
"(0.44, -1.0)","(-2.18, -0.17)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.19, -0.12)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.14, -0.12)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.17, -0.16)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.12, -0.21)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.12, -0.21)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.12, -0.16)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.11, -0.12)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.2, -0.14)","(-2.15, -0.17)"
"(0.44, -1.0)","(-2.18, -0.16)","(-2.15, -0.17)"
"(0.44, -0.67)","(-2.18, 0.15)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.14, 0.17)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.11, 0.2)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.19, 0.18)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.17, 0.19)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.18, 0.15)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.15, 0.13)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.12, 0.17)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.1, 0.15)","(-2.15, 0.17)"
"(0.44, -0.67)","(-2.16, 0.15)","(-2.15, 0.17)"
"(0.33, -0.36)","(-2.19, 0.53)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.15, 0.52)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.19, 0.47)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.11, 0.53)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.15, 0.48)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.11, 0.49)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.12, 0.53)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.2, 0.5)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.19, 0.5)","(-2.15, 0.5)"
"(0.33, -0.36)","(-2.13, 0.48)","(-2.15, 0.5)"
"(0.13, -0.1)","(-2.18, 0.81)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.14, 0.81)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.14, 0.86)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.18, 0.85)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.13, 0.85)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.1, 0.8)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.12, 0.85)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.13, 0.78)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.1, 0.81)","(-2.15, 0.83)"
"(0.13, -0.1)","(-2.13, 0.79)","(-2.15, 0.83)"
"(-0.15, 0.08)","(-2.2, 1.13)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.17, 1.16)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.19, 1.12)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.11, 1.13)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.11, 1.16)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.19, 1.15)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.15, 1.18)","(-2.15, 1.16)"
"(-0.15, 0.08)","(-2.17, 1.13)","(-2.15, 1.16)"
